	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip	full_name	passed_replicate_correlations
SRX5347619	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545517	SRP184510	PRJNA521365	521365	SRS4339424	SAMN10884328	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223069	10884328	GSE126233	GSM3594049	31237868		comIQ12 <delta>efp fliYS164A			True	True	True	swarming	comIQ12L_delefp_fliYS164A	comIQ12L	NCIB3610 comIQ12L del_efp fliYS164A	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp_fliYS164A	True
SRX5347620	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545518	SRP184510	PRJNA521365	521365	SRS4339426	SAMN10884327	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223070	10884327	GSE126233	GSM3594050	31237868		comIQ12 <delta>efp fliYS164A			True	True	True	swarming	comIQ12L_delefp_fliYS164A	comIQ12L	NCIB3610 comIQ12L del_efp fliYS164A	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp_fliYS164A	True
SRX5347621	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545519	SRP184510	PRJNA521365	521365	SRS4339427	SAMN10884326	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223071	10884326	GSE126233	GSM3594051	31237868		comIQ12 <delta>efp nusGN21S			True	True	True	swarming	comIQ12L_delefp_nusGN21S	comIQ12L	NCIB3610 comIQ12L del_efp nusGN21S	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp_nusGN21S	True
SRX5347622	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545520	SRP184510	PRJNA521365	521365	SRS4339429	SAMN10884325	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223072	10884325	GSE126233	GSM3594052	31237868		comIQ12 <delta>efp nusGN21S			True	True	True	swarming	comIQ12L_delefp_nusGN21S	comIQ12L	NCIB3610 comIQ12L del_efp nusGN21S	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp_nusGN21S	True
SRX5347623	2019-05-20 16:29:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR8545521	SRP184510	PRJNA521365	521365	SRS4339428	SAMN10884324	SRA846088	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7223073	10884324	GSE126233	GSM3594053	31237868		comIQ12 <delta>efp nusGN21S			True	True	True	swarming	comIQ12L_delefp_nusGN21S	comIQ12L	NCIB3610 comIQ12L del_efp nusGN21S	LB			37.0		0.3	mid-exponential			swarming:comIQ12L_delefp_nusGN21S	True
SRX5577041	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787217	SRP189481	PRJNA529199	529199	SRS4539036	SAMN11258289	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526374	11258289	GSE128875	GSM3687839	31113899	NCIB 3610				True	True	True	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:8h	True
SRX5577042	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787218	SRP189481	PRJNA529199	529199	SRS4539037	SAMN11258288	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526375	11258288	GSE128875	GSM3687840	31113899	NCIB 3610				True	True	True	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:8h	True
SRX5577043	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787219	SRP189481	PRJNA529199	529199	SRS4539038	SAMN11258287	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526376	11258287	GSE128875	GSM3687841	31113899	NCIB 3610				True	True	True	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:8h	True
SRX5577044	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787220	SRP189481	PRJNA529199	529199	SRS4539039	SAMN11258286	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526377	11258286	GSE128875	GSM3687842	31113899	NCIB 3610				True	True	True	biofilm_time	8h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:8h	True
SRX5577045	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787221	SRP189481	PRJNA529199	529199	SRS4539040	SAMN11258285	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526378	11258285	GSE128875	GSM3687843	31113899	NCIB 3610				True	True	True	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:12h	True
SRX5577046	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787222	SRP189481	PRJNA529199	529199	SRS4539041	SAMN11258284	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526379	11258284	GSE128875	GSM3687844	31113899	NCIB 3610				True	True	True	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:12h	True
SRX5577047	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787223	SRP189481	PRJNA529199	529199	SRS4539042	SAMN11258314	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526380	11258314	GSE128875	GSM3687845	31113899	NCIB 3610				True	True	True	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:12h	True
SRX5577048	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787224	SRP189481	PRJNA529199	529199	SRS4539043	SAMN11258313	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526381	11258313	GSE128875	GSM3687846	31113899	NCIB 3610				True	True	True	biofilm_time	12h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:12h	True
SRX5577049	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787225	SRP189481	PRJNA529199	529199	SRS4539044	SAMN11258312	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526382	11258312	GSE128875	GSM3687847	31113899	NCIB 3610				True	True	True	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:16h	True
SRX5577050	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787226	SRP189481	PRJNA529199	529199	SRS4539045	SAMN11258309	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526383	11258309	GSE128875	GSM3687848	31113899	NCIB 3610				True	True	True	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:16h	True
SRX5577051	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787227	SRP189481	PRJNA529199	529199	SRS4539046	SAMN11258308	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526384	11258308	GSE128875	GSM3687849	31113899	NCIB 3610				True	True	True	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:16h	True
SRX5577052	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787228	SRP189481	PRJNA529199	529199	SRS4539047	SAMN11258307	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526385	11258307	GSE128875	GSM3687850	31113899	NCIB 3610				True	True	True	biofilm_time	16h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:16h	True
SRX5577053	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787229	SRP189481	PRJNA529199	529199	SRS4539048	SAMN11258306	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526386	11258306	GSE128875	GSM3687851	31113899	NCIB 3610				True	True	True	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:20h	True
SRX5577054	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787230	SRP189481	PRJNA529199	529199	SRS4539049	SAMN11258305	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526387	11258305	GSE128875	GSM3687852	31113899	NCIB 3610				True	True	True	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:20h	True
SRX5577055	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787231	SRP189481	PRJNA529199	529199	SRS4539050	SAMN11258304	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526388	11258304	GSE128875	GSM3687853	31113899	NCIB 3610				True	True	True	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:20h	True
SRX5577056	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787232	SRP189481	PRJNA529199	529199	SRS4539051	SAMN11258303	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526389	11258303	GSE128875	GSM3687854	31113899	NCIB 3610				True	True	True	biofilm_time	20h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:20h	True
SRX5577057	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787233	SRP189481	PRJNA529199	529199	SRS4539052	SAMN11258302	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526390	11258302	GSE128875	GSM3687855	31113899	NCIB 3610				True	True	True	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:24h	True
SRX5577058	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787234	SRP189481	PRJNA529199	529199	SRS4539053	SAMN11258301	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526391	11258301	GSE128875	GSM3687856	31113899	NCIB 3610				True	True	True	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:24h	True
SRX5577059	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787235	SRP189481	PRJNA529199	529199	SRS4539054	SAMN11258300	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526392	11258300	GSE128875	GSM3687857	31113899	NCIB 3610				True	True	True	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:24h	True
SRX5577060	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787236	SRP189481	PRJNA529199	529199	SRS4539055	SAMN11258299	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526393	11258299	GSE128875	GSM3687858	31113899	NCIB 3610				True	True	True	biofilm_time	24h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:24h	True
SRX5577061	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787237	SRP189481	PRJNA529199	529199	SRS4539056	SAMN11258298	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526394	11258298	GSE128875	GSM3687859	31113899	NCIB 3610				True	True	True	biofilm_time	28h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:28h	True
SRX5577062	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787238	SRP189481	PRJNA529199	529199	SRS4539057	SAMN11258297	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526395	11258297	GSE128875	GSM3687860	31113899	NCIB 3610				True	True	True	biofilm_time	28h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:28h	True
SRX5577063	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787239	SRP189481	PRJNA529199	529199	SRS4539058	SAMN11258296	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526396	11258296	GSE128875	GSM3687861	31113899	NCIB 3610				True	True	True	biofilm_time	28h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:28h	True
SRX5577064	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787240	SRP189481	PRJNA529199	529199	SRS4539059	SAMN11258295	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526397	11258295	GSE128875	GSM3687862	31113899	NCIB 3610				True	True	True	biofilm_time	28h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:28h	True
SRX5577065	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787241	SRP189481	PRJNA529199	529199	SRS4539060	SAMN11258294	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526398	11258294	GSE128875	GSM3687863	31113899	NCIB 3610				True	True	True	biofilm_time	32h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:32h	True
SRX5577066	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787242	SRP189481	PRJNA529199	529199	SRS4539061	SAMN11258293	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526399	11258293	GSE128875	GSM3687864	31113899	NCIB 3610				True	True	True	biofilm_time	32h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:32h	True
SRX5577067	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787243	SRP189481	PRJNA529199	529199	SRS4539062	SAMN11258292	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526400	11258292	GSE128875	GSM3687865	31113899	NCIB 3610				True	True	True	biofilm_time	32h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:32h	True
SRX5577068	2019-03-28 16:19:07	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8787244	SRP189481	PRJNA529199	529199	SRS4539063	SAMN11258291	SRA866123	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7526401	11258291	GSE128875	GSM3687866	31113899	NCIB 3610				True	True	True	biofilm_time	32h	8h	NCIB3610	MSgg				6.8		biofilm			biofilm_time:32h	True
SRX6902408	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181005	SRP223228	PRJNA574155	574155	SRS5434305	SAMN12842607	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081556	12842607	GSE138015	GSM4096661	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	deltasA	wt	PY79 del_tasA	MSgg						biofilm			ecm_tasA:deltasA	True
SRX6902409	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181006	SRP223228	PRJNA574155	574155	SRS5434306	SAMN12842606	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081557	12842606	GSE138015	GSM4096662	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	deltasA	wt	PY79 del_tasA	MSgg						biofilm			ecm_tasA:deltasA	True
SRX6902410	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181007	SRP223228	PRJNA574155	574155	SRS5434307	SAMN12842605	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081558	12842605	GSE138015	GSM4096663	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	deltasA	wt	PY79 del_tasA	MSgg						biofilm			ecm_tasA:deltasA	True
SRX6902411	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181008	SRP223228	PRJNA574155	574155	SRS5434308	SAMN12842604	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081559	12842604	GSE138015	GSM4096664	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	delcssRS	wt	PY79 del_cssR del_cssS	MSgg						biofilm			ecm_tasA:delcssRS	True
SRX6902412	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181009	SRP223228	PRJNA574155	574155	SRS5434309	SAMN12842602	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081560	12842602	GSE138015	GSM4096665	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	delcssRS	wt	PY79 del_cssR del_cssS	MSgg						biofilm			ecm_tasA:delcssRS	True
SRX6902413	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181010	SRP223228	PRJNA574155	574155	SRS5434310	SAMN12842601	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081561	12842601	GSE138015	GSM4096666	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	delcssRS	wt	PY79 del_cssR del_cssS	MSgg						biofilm			ecm_tasA:delcssRS	True
SRX6902414	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181011	SRP223228	PRJNA574155	574155	SRS5434311	SAMN12842600	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081562	12842600	GSE138015	GSM4096667	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	wt	wt	PY79	MSgg						biofilm			ecm_tasA:wt	True
SRX6902415	2019-09-27 15:59:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 1500	SRR10181012	SRP223228	PRJNA574155	574155	SRS5434312	SAMN12842599	SRA968128	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9081563	12842599	GSE138015	GSM4096668	https://doi.org/10.1101/346494	PY79				True	True	True	ecm_tasA	wt	wt	PY79	MSgg						biofilm			ecm_tasA:wt	True
SRX7176371	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487157	SRP230442	PRJNA590226	590226	SRS5683252	SAMN13321629	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425832	13321629	GSE140605	GSM4175115	32117169	168	trp+			True	True	True	yydF	ctrl	ctrl	W168	LB			37.0		0.5	mid-exponential			yydF:ctrl	True
SRX7176372	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487158	SRP230442	PRJNA590226	590226	SRS5683253	SAMN13321627	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425833	13321627	GSE140605	GSM4175116	32117169	168	trp+			True	True	True	yydF	ctrl	ctrl	W168	LB			37.0		0.5	mid-exponential			yydF:ctrl	True
SRX7176373	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487159	SRP230442	PRJNA590226	590226	SRS5683254	SAMN13321626	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425834	13321626	GSE140605	GSM4175117	32117169	168	trp+			True	True	True	yydF	ctrl	ctrl	W168	LB			37.0		0.5	mid-exponential			yydF:ctrl	True
SRX7176374	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487160	SRP230442	PRJNA590226	590226	SRS5683255	SAMN13321625	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425835	13321625	GSE140605	GSM4175118	32117169	168	trp+			True	True	True	yydF	yydF	ctrl	W168	LB		yydF(0.5uM)	37.0		0.5	mid-exponential			yydF:yydF	True
SRX7176375	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487161	SRP230442	PRJNA590226	590226	SRS5683256	SAMN13321631	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425836	13321631	GSE140605	GSM4175119	32117169	168	trp+			True	True	True	yydF	yydF	ctrl	W168	LB		yydF(0.5uM)	37.0		0.5	mid-exponential			yydF:yydF	True
SRX7176376	2019-12-16 19:14:21	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 3000	SRR10487162	SRP230442	PRJNA590226	590226	SRS5683257	SAMN13321630	SRA998048	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	9425837	13321630	GSE140605	GSM4175120	32117169	168	trp+			True	True	True	yydF	yydF	ctrl	W168	LB		yydF(0.5uM)	37.0		0.5	mid-exponential			yydF:yydF	True
SRX7520944	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850408	SRP240336	PRJNA599448	599448	SRS5960439	SAMN13751829	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817398	13751829			32109677	subtilis 168				True	True	True	mk7	shake	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			shake fermentation			mk7:shake	True
SRX7520945	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850407	SRP240336	PRJNA599448	599448	SRS5960440	SAMN13751830	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817399	13751830			32109677	subtilis 168				True	True	True	mk7	shake	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			shake fermentation			mk7:shake	True
SRX7520946	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850406	SRP240336	PRJNA599448	599448	SRS5960441	SAMN13751831	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817400	13751831			32109677	subtilis 168				True	True	True	mk7	shake	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			shake fermentation			mk7:shake	True
SRX7520947	2020-02-05 6:40:56	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	HiSeq X Five	SRR10850405	SRP240336	PRJNA599448	599448	SRS5960442	SAMN13751832	SRA1022226	RNA-Seq	cDNA	TRANSCRIPTOMIC		JIANGNAN UNIVERSITY	0	0.0	9817401	13751832			32109677	subtilis 168				True	True	True	mk7	shake	shake	168	defined fermentation medium	glucose(5%); sucrose(5%)		40.0			shake fermentation			mk7:shake	True
