SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
appD,BSU_11360,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
appF,BSU_11370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
appA/1,BSU_11381,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
appA/2,BSU_11382,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
appB,BSU_11390,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
appC,BSU_11400,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppA,BSU_11430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppB,BSU_11440,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppC,BSU_11450,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppD,BSU_11460,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppF,BSU_11470,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yjkA,BSU_12240,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yjkB,BSU_12250,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppB,BSU_12930,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppC,BSU_12940,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppD,BSU_12950,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppE,BSU_12960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ykfD,BSU_13000,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiX,BSU_13210,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiW,BSU_13220,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiV,BSU_13230,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiU,BSU_13240,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknU,BSU_14320,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknV,BSU_14330,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknW,BSU_14340,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknX,BSU_14350,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknY,BSU_14360,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknZ,BSU_14370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ykpA,BSU_14430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ylmA,BSU_15340,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
sunT,BSU_21470,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
artR,BSU_23960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
artQ,BSU_23970,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
artP,BSU_23980,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstBB,BSU_24950,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstBA,BSU_24960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstA,BSU_24970,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstC,BSU_24980,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstS,BSU_24990,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnQ,BSU_27430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnH,BSU_27440,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnM,BSU_27450,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnP,BSU_27460,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
araQ,BSU_28730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
araP,BSU_28740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
araN,BSU_28750,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyN,BSU_29340,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyM,BSU_29350,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyL,BSU_29360,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyK,BSU_29370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyJ,BSU_29380,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ythQ,BSU_30000,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ythP,BSU_30010,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yteP,BSU_30135,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytcQ,BSU_30160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytcP,BSU_30170,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
msmE,BSU_30270,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
amyD,BSU_30280,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
amyC,BSU_30290,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
bceB,BSU_30370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
bceA,BSU_30380,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrF,BSU_30410,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrE,BSU_30420,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrD,BSU_30430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrC,BSU_30440,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrB,BSU_30450,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytlA,BSU_30595,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytlC,BSU_30610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytlD,BSU_30620,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntD,BSU_30740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntC,BSU_30750,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntB,BSU_30760,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntA,BSU_30770,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
nupO,BSU_31550,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
nupP,BSU_31560,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
nupQ,BSU_31570,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yurJ,BSU_32550,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
frlM,BSU_32580,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
frlN,BSU_32590,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
frlO,BSU_32600,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
sufC,BSU_32710,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
metQ,BSU_32730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
metP,BSU_32740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
metN,BSU_32750,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yusV,BSU_32940,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrA,BSU_33160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrB,BSU_33170,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrC,BSU_33180,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrN,BSU_33260,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrO,BSU_33270,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuC,BSU_33290,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuG,BSU_33300,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuB,BSU_33310,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuD,BSU_33320,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvgL,BSU_33380,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvgM,BSU_33390,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBD,BSU_33700,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBC,BSU_33710,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBB,BSU_33720,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBA,BSU_33730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCD,BSU_33800,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCC,BSU_33810,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCB,BSU_33820,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCA,BSU_33830,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvfS,BSU_34080,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvfR,BSU_34090,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ganQ,BSU_34140,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ganP,BSU_34150,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
cycB,BSU_34160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mdxG,BSU_34590,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mdxF,BSU_34600,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mdxE,BSU_34610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
psdA,BSU_34700,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
psdB,BSU_34690,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
bmrA,BSU_34820,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ftsX,BSU_35250,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ftsE,BSU_35260,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tagH,BSU_35700,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tagG,BSU_35710,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsD,BSU_35930,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsA,BSU_35940,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsC,BSU_35950,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsB,BSU_35960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ywjA,BSU_37230,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxlG,BSU_38650,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxlF,BSU_38660,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
cydD,BSU_38730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
cydC,BSU_38740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
msmX,BSU_38810,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeO,BSU_39480,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeN,BSU_39490,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeM,BSU_39500,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeB,BSU_39610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxdM,BSU_39630,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxdL,BSU_39640,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yydJ,BSU_40140,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yydI,BSU_40150,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yydH,BSU_40160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yybL,BSU_40600,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yybK,BSU_40610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yybJ,BSU_40620,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yfmE,BSU_07500,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
murP,BSU_01680,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gamP,BSU_02350,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
mtlA,BSU_03981,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
mtlF,BSU_03982,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gmuB,BSU_05810,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gmuA,BSU_05820,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gmuC,BSU_05830,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
nagP,BSU_07700,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
treP,BSU_07800,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
malP,BSU_08200,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
manP,BSU_12010,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ptsG,BSU_13890,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ptsH,BSU_13900,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ptsI,BSU_13910,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
fruA,BSU_14400,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ypqE,BSU_22230,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levG,BSU_27040,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levF,BSU_27050,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levE,BSU_27060,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levD,BSU_27070,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
sacP,BSU_38050,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ywbA,BSU_38390,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
sacX,BSU_38410,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
licA,BSU_38570,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
licC,BSU_38580,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
licB,BSU_38590,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
bglP,BSU_39270,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
yyzE,BSU_40120,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
cstA,BSU_28710,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
glpT,BSU_02140,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
glnT,BSU_02420,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ycbE,BSU_02480,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
lmrB,BSU_02670,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
lctP,BSU_03060,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
mdr,BSU_03070,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
putP,BSU_03220,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
nasA,BSU_03330,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yciB,BSU_03350,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yclF,BSU_03670,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ycnJ,BSU_03950,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
mntH,BSU_04360,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
dctB,BSU_04440,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
dctP,BSU_04470,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
aseA,BSU_05340,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pbuE,BSU_05800,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
gutP,BSU_06160,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
iolT,BSU_06230,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
gabP,BSU_06310,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pbuG,BSU_06370,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
opuE,BSU_06660,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yflS,BSU_07570,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
citM,BSU_07610,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
chaA,BSU_07920,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yfjQ,BSU_08000,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
tcyP,BSU_09130,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
glpF,BSU_09280,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
nhaC,BSU_09680,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yhaU,BSU_09850,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yhaT,BSU_09860,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
trpP,BSU_10010,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
gltT,BSU_10220,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yjmB,BSU_12310,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
exuT,BSU_12360,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pit,BSU_12840,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
steT,BSU_12860,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
mgtE,BSU_13300,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ktrD,BSU_13500,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
zosA,BSU_13850,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ktrC,BSU_14510,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pyrP,BSU_15480,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
cysP,BSU_15580,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ymfD,BSU_16825,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yoaB,BSU_18540,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
