UniProtKB	P45949	arsR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002108422|UniProtKB:P37309	P	Arsenical resistance operon repressor	UniProtKB:P45949|PTN002108560	protein	NCBITaxon:224308	20170228	GO_Central			regulation of DNA-templated transcription
UniProtKB	O34545	braB		GO:0015188	GO_REF:0000033	IBA	PANTHER:PTN000778731|UniProtKB:P0AD99	F	Branched-chain amino acid transport system carrier protein BraB	UniProtKB:O34545|PTN000778734	protein	NCBITaxon:224308	20170228	GO_Central			L-isoleucine transmembrane transporter activity
UniProtKB	O34545	braB		GO:0005304	GO_REF:0000033	IBA	PANTHER:PTN000778731|UniProtKB:P0AD99	F	Branched-chain amino acid transport system carrier protein BraB	UniProtKB:O34545|PTN000778734	protein	NCBITaxon:224308	20170228	GO_Central			L-valine transmembrane transporter activity
UniProtKB	O34545	braB		GO:0015818	GO_REF:0000033	IBA	PANTHER:PTN000778731|UniProtKB:P0AD99	P	Branched-chain amino acid transport system carrier protein BraB	UniProtKB:O34545|PTN000778734	protein	NCBITaxon:224308	20170228	GO_Central			isoleucine transport
UniProtKB	O34545	braB		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000778731|UniProtKB:P0AD99	C	Branched-chain amino acid transport system carrier protein BraB	UniProtKB:O34545|PTN000778734	protein	NCBITaxon:224308	20170228	GO_Central			plasma membrane
UniProtKB	O34534	citT		GO:0000156	GO_REF:0000033	IBA	PANTHER:PTN001982310|UniProtKB:P0AEF4	F	Transcriptional regulatory protein CitT	UniProtKB:O34534|PTN000724598	protein	NCBITaxon:224308	20171018	GO_Central			phosphorelay response regulator activity
UniProtKB	O34529	pfkA		GO:0005945	GO_REF:0000033	IBA	PANTHER:PTN000344216|SGD:S000004818|SGD:S000003472|UniProtKB:P08237|PomBase:SPBC16H5.02|UniProtKB:P0A796|CGD:CAL0000190617|CGD:CAL0000186427|UniProtKB:P17858|dictyBase:DDB_G0274111	C	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20200808	GO_Central			6-phosphofructokinase complex
UniProtKB	O34529	pfkA		GO:0006002	GO_REF:0000033	IBA	PANTHER:PTN000344216|RGD:61893|RGD:3311|UniProtKB:P17858|dictyBase:DDB_G0274111|MGI:MGI:97547|UniProtKB:P08237|RGD:68419|PomBase:SPBC16H5.02	P	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			fructose 6-phosphate metabolic process
UniProtKB	O34529	pfkA		GO:0042802	GO_REF:0000033	IBA	PANTHER:PTN000344216|RGD:68419|UniProtKB:P08237|UniProtKB:P0A796|UniProtKB:P17858|UniProtKB:Q01813|RGD:61893|RGD:3311|MGI:MGI:97548	F	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20190106	GO_Central			identical protein binding
UniProtKB	O34529	pfkA		GO:0070095	GO_REF:0000033	IBA	PANTHER:PTN000344216|RGD:68419|UniProtKB:P17858|PomBase:SPBC16H5.02|RGD:61893|RGD:3311	F	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			fructose-6-phosphate binding
UniProtKB	O34529	pfkA		GO:0003872	GO_REF:0000033	IBA	PANTHER:PTN000344216|MGI:MGI:97547|FB:FBgn0003071|UniProtKB:P0A796|UniProtKB:P08237|PomBase:SPBC16H5.02|RGD:68419|RGD:3311|MGI:MGI:97548|CGD:CAL0000190617|RGD:61893|dictyBase:DDB_G0274111|CGD:CAL0000186427	F	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20230110	GO_Central			6-phosphofructokinase activity
UniProtKB	O34529	pfkA		GO:0048029	GO_REF:0000033	IBA	PANTHER:PTN000344216|UniProtKB:P17858|UniProtKB:P08237|RGD:3311	F	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			monosaccharide binding
UniProtKB	O34529	pfkA		GO:0016208	GO_REF:0000033	IBA	PANTHER:PTN000344216|RGD:68419	F	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			AMP binding
UniProtKB	O34529	pfkA		GO:0061621	GO_REF:0000033	IBA	PANTHER:PTN000344216|MGI:MGI:97548	P	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			canonical glycolysis
UniProtKB	O34529	pfkA		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN000344216|RGD:68419|PomBase:SPBC16H5.02|UniProtKB:P08237|UniProtKB:P0A796|UniProtKB:P17858|RGD:61893|RGD:3311	F	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			ATP binding
UniProtKB	O34529	pfkA		GO:0030388	GO_REF:0000033	IBA	PANTHER:PTN000344216|RGD:61893|RGD:3311|RGD:68419|PomBase:SPBC16H5.02|UniProtKB:P17858	P	ATP-dependent 6-phosphofructokinase	UniProtKB:O34529|PTN000344378	protein	NCBITaxon:224308	20180503	GO_Central			fructose 1,6-bisphosphate metabolic process
UniProtKB	O34527	cymR		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN002432018|UniProtKB:P0AGK8	C	HTH-type transcriptional regulator CymR	UniProtKB:O34527|PTN002113854	protein	NCBITaxon:224308	20170420	GO_Central			cytosol
UniProtKB	O34527	cymR		GO:0003700	GO_REF:0000033	IBA	PANTHER:PTN002432018|UniProtKB:P0AGK8	F	HTH-type transcriptional regulator CymR	UniProtKB:O34527|PTN002113854	protein	NCBITaxon:224308	20170420	GO_Central			DNA-binding transcription factor activity
UniProtKB	O34527	cymR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002432018|UniProtKB:P0AGK8|UniProtKB:P0AF63	P	HTH-type transcriptional regulator CymR	UniProtKB:O34527|PTN002113854	protein	NCBITaxon:224308	20201001	GO_Central			regulation of DNA-templated transcription
UniProtKB	O34526	alaS		GO:0002161	GO_REF:0000033	IBA	PANTHER:PTN000206950|MGI:MGI:2384560|UniProtKB:P00957|UniProtKB:Q57984|UniProtKB:P49588	F	Alanine--tRNA ligase	UniProtKB:O34526|PTN000207064	protein	NCBITaxon:224308	20190105	GO_Central			aminoacyl-tRNA editing activity
UniProtKB	O34526	alaS		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000207063|UniProtKB:P00957	C	Alanine--tRNA ligase	UniProtKB:O34526|PTN000207064	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	O34526	alaS		GO:0006419	GO_REF:0000033	IBA	PANTHER:PTN000206950|UniProtKB:P49588|CGD:CAL0000182169|UniProtKB:P00957|MGI:MGI:2384560|SGD:S000005862|RGD:1304832|UniProtKB:Q5JTZ9	P	Alanine--tRNA ligase	UniProtKB:O34526|PTN000207064	protein	NCBITaxon:224308	20170228	GO_Central			alanyl-tRNA aminoacylation
UniProtKB	O34526	alaS		GO:0004813	GO_REF:0000033	IBA	PANTHER:PTN000206950|SGD:S000005862|MGI:MGI:2384560|RGD:1304832|UniProtKB:P49588|CGD:CAL0000182169|UniProtKB:P00957|UniProtKB:Q5JTZ9	F	Alanine--tRNA ligase	UniProtKB:O34526|PTN000207064	protein	NCBITaxon:224308	20200808	GO_Central			alanine-tRNA ligase activity
UniProtKB	O34522	trmB		GO:0043527	GO_REF:0000033	IBA	PANTHER:PTN000602515|SGD:S000002360|UniProtKB:Q9UBP6	C	tRNA (guanine-N(7)-)-methyltransferase	UniProtKB:O34522|PTN000602578	protein	NCBITaxon:224308	20230406	GO_Central			tRNA methyltransferase complex
UniProtKB	O34522	trmB		GO:0036265	GO_REF:0000033	IBA	PANTHER:PTN000602515|SGD:S000002360|UniProtKB:Q9UBP6|UniProtKB:P0A8I5	P	tRNA (guanine-N(7)-)-methyltransferase	UniProtKB:O34522|PTN000602578	protein	NCBITaxon:224308	20231109	GO_Central			RNA (guanine-N7)-methylation
UniProtKB	O34522	trmB		GO:0008176	GO_REF:0000033	IBA	PANTHER:PTN000602515|UniProtKB:Q9UBP6|SGD:S000002360|UniProtKB:P0A8I5	F	tRNA (guanine-N(7)-)-methyltransferase	UniProtKB:O34522|PTN000602578	protein	NCBITaxon:224308	20230111	GO_Central			tRNA (guanine(46)-N7)-methyltransferase activity
UniProtKB	O34522	trmB		GO:0030488	GO_REF:0000033	IBA	PANTHER:PTN000602515|SGD:S000002360|UniProtKB:Q9UBP6|UniProtKB:P0A8I5	P	tRNA (guanine-N(7)-)-methyltransferase	UniProtKB:O34522|PTN000602578	protein	NCBITaxon:224308	20230406	GO_Central			tRNA methylation
UniProtKB	O34521	nagP		GO:0015764	GO_REF:0000033	IBA	PANTHER:PTN000768523|UniProtKB:P09323|UniProtKB:Q9HXN4	P	PTS system N-acetylglucosamine-specific EIICB component	UniProtKB:O34521|PTN000768524	protein	NCBITaxon:224308	20190822	GO_Central			N-acetylglucosamine transport
UniProtKB	O34521	nagP		GO:0090563	GO_REF:0000033	IBA	PANTHER:PTN002011274|UniProtKB:P09323|UniProtKB:P69786	F	PTS system N-acetylglucosamine-specific EIICB component	UniProtKB:O34521|PTN000768524	protein	NCBITaxon:224308	20230406	GO_Central			protein-phosphocysteine-sugar phosphotransferase activity
UniProtKB	O34521	nagP		GO:0009401	GO_REF:0000033	IBA	PANTHER:PTN002011274|UniProtKB:P09323|UniProtKB:P69786	P	PTS system N-acetylglucosamine-specific EIICB component	UniProtKB:O34521|PTN000768524	protein	NCBITaxon:224308	20190822	GO_Central			phosphoenolpyruvate-dependent sugar phosphotransferase system
UniProtKB	O34520	hisG		GO:0000105	GO_REF:0000033	IBA	PANTHER:PTN000483902|UniProtKB:P9WMN1|UniProtKB:P60757|TAIR:locus:505006113|TAIR:locus:2196287|SGD:S000000857|CGD:CAL0000180598	P	ATP phosphoribosyltransferase	UniProtKB:O34520|PTN000483923	protein	NCBITaxon:224308	20200808	GO_Central			histidine biosynthetic process
UniProtKB	O34520	hisG		GO:0003879	GO_REF:0000033	IBA	PANTHER:PTN000483902|UniProtKB:P9WMN1|TAIR:locus:505006113|UniProtKB:P60757|TAIR:locus:2196287|CGD:CAL0000180598|SGD:S000000857	F	ATP phosphoribosyltransferase	UniProtKB:O34520|PTN000483923	protein	NCBITaxon:224308	20200808	GO_Central			ATP phosphoribosyltransferase activity
UniProtKB	O34512	yfmM		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN000442080|PomBase:SPAC3C7.08c|UniProtKB:P39115|UniProtKB:Q8NE71	F	Uncharacterized ABC transporter ATP-binding protein YfmM	UniProtKB:O34512|PTN000442314	protein	NCBITaxon:224308	20200808	GO_Central			ATP binding
UniProtKB	O34504	yceB		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN001248648|UniProtKB:P0ADV5	C	Uncharacterized protein YceB	UniProtKB:O34504|PTN001248671	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	O34502	yvkA		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN000605491|PomBase:SPAC1F8.03c|UniProtKB:Q6C8F0|SGD:S000000497|SGD:S000006402|UniProtKB:E9R876|SGD:S000000575|UniProtKB:P9WJX3|SGD:S000000574|UniProtKB:Q8X1Z7|PomBase:SPBC3E7.06c|PomBase:SPBC12C2.13c|UniProtKB:P9WJY3|SGD:S000001039|SGD:S000005518|SGD:S000001032|SGD:S000003456|SGD:S000004694|CGD:CAL0000196424|SGD:S000000791	F	Uncharacterized MFS-type transporter YvkA	UniProtKB:O34502|PTN000606058	protein	NCBITaxon:224308	20230603	GO_Central			transmembrane transporter activity
UniProtKB	O34502	yvkA		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000605491|PomBase:SPBC12C2.13c|UniProtKB:P9WJY3|UniProtKB:P52600|PomBase:SPBC460.03|PomBase:SPBC3E7.06c|SGD:S000000575|UniProtKB:P9WJX3|SGD:S000000574|PomBase:SPAC1F8.03c|UniProtKB:Q6C8F0|SGD:S000000497|SGD:S000006402|SGD:S000000791|UniProtKB:P0AEJ0|SGD:S000003456|SGD:S000001813	P	Uncharacterized MFS-type transporter YvkA	UniProtKB:O34502|PTN000606058	protein	NCBITaxon:224308	20220924	GO_Central			transmembrane transport
UniProtKB	O34500	mntD		GO:0010043	GO_REF:0000033	IBA	PANTHER:PTN000767170|UniProtKB:Q9HT72	P	Manganese transport system membrane protein MntD	UniProtKB:O34500|PTN000767175	protein	NCBITaxon:224308	20170228	GO_Central			response to zinc ion
UniProtKB	O34500	mntD		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000767170|UniProtKB:P39832	C	Manganese transport system membrane protein MntD	UniProtKB:O34500|PTN000767175	protein	NCBITaxon:224308	20170228	GO_Central			plasma membrane
UniProtKB	O34499	pgl		GO:0017057	GO_REF:0000033	IBA	PANTHER:PTN001251230|UniProtKB:P52697	F	6-phosphogluconolactonase	UniProtKB:O34499|PTN000768699	protein	NCBITaxon:224308	20170228	GO_Central			6-phosphogluconolactonase activity
UniProtKB	O34499	pgl		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000768698|UniProtKB:P52697	C	6-phosphogluconolactonase	UniProtKB:O34499|PTN000768699	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	O34497	ykgA		GO:0016990	GO_REF:0000033	IBA	PANTHER:PTN005338738|UniProtKB:P13981	F	Uncharacterized protein YkgA	UniProtKB:O34497|PTN000296975	protein	NCBITaxon:224308	20221214	GO_Central			arginine deiminase activity
UniProtKB	O34497	ykgA		GO:0019546	GO_REF:0000033	IBA	PANTHER:PTN005338738|UniProtKB:P13981	P	Uncharacterized protein YkgA	UniProtKB:O34497|PTN000296975	protein	NCBITaxon:224308	20221214	GO_Central			arginine deiminase pathway
UniProtKB	O34482	ansZ		GO:0042597	GO_REF:0000033	IBA	PANTHER:PTN000194668|SGD:S000004150|UniProtKB:P00805|SGD:S000004145|SGD:S000004148|SGD:S000004147	C	L-asparaginase 2	UniProtKB:O34482|PTN000194688	protein	NCBITaxon:224308	20181004	GO_Central			periplasmic space
UniProtKB	O34482	ansZ		GO:0004067	GO_REF:0000033	IBA	PANTHER:PTN000194668|SGD:S000004148|SGD:S000004147|SGD:S000004145|SGD:S000002729|UniProtKB:P00805|SGD:S000004150	F	L-asparaginase 2	UniProtKB:O34482|PTN000194688	protein	NCBITaxon:224308	20170228	GO_Central			asparaginase activity
UniProtKB	O34482	ansZ		GO:0006530	GO_REF:0000033	IBA	PANTHER:PTN000194668|SGD:S000002729|SGD:S000004145|SGD:S000004150|SGD:S000004148|SGD:S000004147	P	L-asparaginase 2	UniProtKB:O34482|PTN000194688	protein	NCBITaxon:224308	20170228	GO_Central			asparagine catabolic process
UniProtKB	O34481	yrrC		GO:0006310	GO_REF:0000033	IBA	PANTHER:PTN000095219|UniProtKB:P04993	P	ATP-dependent RecD-like DNA helicase	UniProtKB:O34481|PTN000854631	protein	NCBITaxon:224308	20230407	GO_Central			DNA recombination
UniProtKB	O34481	yrrC		GO:0009338	GO_REF:0000033	IBA	PANTHER:PTN000095219|UniProtKB:P04993	C	ATP-dependent RecD-like DNA helicase	UniProtKB:O34481|PTN000854631	protein	NCBITaxon:224308	20190523	GO_Central			exodeoxyribonuclease V complex
UniProtKB	O34481	yrrC		GO:0017116	GO_REF:0000033	IBA	PANTHER:PTN000095219|UniProtKB:P04993	F	ATP-dependent RecD-like DNA helicase	UniProtKB:O34481|PTN000854631	protein	NCBITaxon:224308	20190523	GO_Central			single-stranded DNA helicase activity
UniProtKB	O34476	ytkP		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN000034104|TAIR:locus:2096454|WB:WBGene00013866|UniProtKB:P35520|UniProtKB:P0ABK5|SGD:S000003387|TAIR:locus:2082837	C	Probable cysteine synthase	UniProtKB:O34476|PTN000034537	protein	NCBITaxon:224308	20210903	GO_Central			cytoplasm
UniProtKB	O34476	ytkP		GO:0004124	GO_REF:0000033	IBA	PANTHER:PTN000034466|UniProtKB:Q43725|TAIR:locus:2143814|TAIR:locus:2082837|UniProtKB:P9WP55|PomBase:SPBC36.04|TAIR:locus:2043964|WB:WBGene00013866|UniProtKB:P0ABK5|TAIR:locus:2096454|TAIR:locus:2143754|TAIR:locus:2130419|WB:WBGene00019962|UniProtKB:P37887|UniProtKB:Q76MX2|TAIR:locus:2114804|WB:WBGene00007653|WB:WBGene00010759	F	Probable cysteine synthase	UniProtKB:O34476|PTN000034537	protein	NCBITaxon:224308	20221006	GO_Central			cysteine synthase activity
UniProtKB	O34476	ytkP		GO:0080146	GO_REF:0000033	IBA	PANTHER:PTN000034535|UniProtKB:P0ABK5	F	Probable cysteine synthase	UniProtKB:O34476|PTN000034537	protein	NCBITaxon:224308	20200807	GO_Central			L-cysteine desulfhydrase activity
UniProtKB	O34476	ytkP		GO:0006535	GO_REF:0000033	IBA	PANTHER:PTN000034466|WB:WBGene00010759|UniProtKB:P0ABK5|WB:WBGene00007653|UniProtKB:P37887|WB:WBGene00019962|PomBase:SPBC36.04|UniProtKB:P9WP55|SGD:S000003387	P	Probable cysteine synthase	UniProtKB:O34476|PTN000034537	protein	NCBITaxon:224308	20170228	GO_Central			cysteine biosynthetic process from serine
UniProtKB	O34475	yfkO		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN008587956|UniProtKB:P38489	C	Putative NAD(P)H nitroreductase YfkO	UniProtKB:O34475|PTN000546641	protein	NCBITaxon:224308	20170602	GO_Central			cytosol
UniProtKB	O34475	yfkO		GO:0046256	GO_REF:0000033	IBA	PANTHER:PTN008587956|UniProtKB:P38489	P	Putative NAD(P)H nitroreductase YfkO	UniProtKB:O34475|PTN000546641	protein	NCBITaxon:224308	20170602	GO_Central			2,4,6-trinitrotoluene catabolic process
UniProtKB	O34475	yfkO		GO:0046857	GO_REF:0000033	IBA	PANTHER:PTN008587956|UniProtKB:P38489	F	Putative NAD(P)H nitroreductase YfkO	UniProtKB:O34475|PTN000546641	protein	NCBITaxon:224308	20170602	GO_Central			oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor
UniProtKB	O34472	yrrI		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000496647|UniProtKB:P0AFS5	P	Putative transport protein YrrI	UniProtKB:O34472|PTN000496699	protein	NCBITaxon:224308	20170228	GO_Central			transmembrane transport
UniProtKB	O34459	hisZ		GO:0004821	GO_REF:0000033	IBA	PANTHER:PTN000159104|UniProtKB:P60906	F	ATP phosphoribosyltransferase regulatory subunit	UniProtKB:O34459|PTN000159092	protein	NCBITaxon:224308	20170228	GO_Central			histidine-tRNA ligase activity
UniProtKB	O34459	hisZ		GO:0006427	GO_REF:0000033	IBA	PANTHER:PTN000159104|UniProtKB:P60906	P	ATP phosphoribosyltransferase regulatory subunit	UniProtKB:O34459|PTN000159092	protein	NCBITaxon:224308	20170228	GO_Central			histidyl-tRNA aminoacylation
UniProtKB	O34457	moaB		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN002456460|UniProtKB:P0AEZ9	C	Molybdenum cofactor biosynthesis protein B	UniProtKB:O34457|PTN000022868	protein	NCBITaxon:224308	20170427	GO_Central			cytosol
UniProtKB	O34453	nos		GO:0004517	GO_REF:0000033	IBA	PANTHER:PTN002459248|UniProtKB:Q9RR97|UniProtKB:O34453	F	Nitric oxide synthase oxygenase	UniProtKB:O34453|PTN002459252	protein	NCBITaxon:224308	20170228	GO_Central			nitric-oxide synthase activity
UniProtKB	O34453	nos		GO:0006809	GO_REF:0000033	IBA	PANTHER:PTN002459248|UniProtKB:Q9RR97|UniProtKB:O34453	P	Nitric oxide synthase oxygenase	UniProtKB:O34453|PTN002459252	protein	NCBITaxon:224308	20170228	GO_Central			nitric oxide biosynthetic process
UniProtKB	O34452	yrrB		GO:0046813	GO_REF:0000033	IBA	PANTHER:PTN001893470|UniProtKB:P31600	P	TPR repeat-containing protein YrrB	UniProtKB:O34452|PTN008689734	protein	NCBITaxon:224308	20211208	GO_Central			receptor-mediated virion attachment to host cell
UniProtKB	O34452	yrrB		GO:0009279	GO_REF:0000033	IBA	PANTHER:PTN001893470|UniProtKB:P31600	C	TPR repeat-containing protein YrrB	UniProtKB:O34452|PTN008689734	protein	NCBITaxon:224308	20211208	GO_Central			cell outer membrane
UniProtKB	O34450	nagA		GO:0006046	GO_REF:0000033	IBA	PANTHER:PTN000121925|CGD:CAL0000190825|UniProtKB:O34450|UniProtKB:P0AF18	P	N-acetylglucosamine-6-phosphate deacetylase	UniProtKB:O34450|PTN000121984	protein	NCBITaxon:224308	20200807	GO_Central			N-acetylglucosamine catabolic process
UniProtKB	O34450	nagA		GO:0008448	GO_REF:0000033	IBA	PANTHER:PTN000121925|CGD:CAL0000190825|UniProtKB:O34450|UniProtKB:P0AF18|UniProtKB:Q9Y303	F	N-acetylglucosamine-6-phosphate deacetylase	UniProtKB:O34450|PTN000121984	protein	NCBITaxon:224308	20200807	GO_Central			N-acetylglucosamine-6-phosphate deacetylase activity
UniProtKB	O34996	polA		GO:0006302	GO_REF:0000033	IBA	PANTHER:PTN000015249|FB:FBgn0002905|UniProtKB:Q84ND9|UniProtKB:O75417|MGI:MGI:2155399|UniProtKB:Q7Z5Q5	P	DNA polymerase I	UniProtKB:O34996|PTN000015329	protein	NCBITaxon:224308	20210217	GO_Central			double-strand break repair
UniProtKB	O34996	polA		GO:0003887	GO_REF:0000033	IBA	PANTHER:PTN000015249|FB:FBgn0002905|UniProtKB:Q6Z4T5|UniProtKB:P00582|UniProtKB:Q7Z5Q5|MGI:MGI:2155399|UniProtKB:O75417	F	DNA polymerase I	UniProtKB:O34996|PTN000015329	protein	NCBITaxon:224308	20200807	GO_Central			DNA-directed DNA polymerase activity
UniProtKB	O34989	yvrG		GO:0046777	GO_REF:0000033	IBA	PANTHER:PTN001976860|UniProtKB:P9WGK5	P	Sensor histidine kinase YvrG	UniProtKB:O34989|PTN000703615	protein	NCBITaxon:224308	20231109	GO_Central			protein autophosphorylation
UniProtKB	O34989	yvrG		GO:0009927	GO_REF:0000033	IBA	PANTHER:PTN001976860|SGD:S000001409|UniProtKB:P39838	F	Sensor histidine kinase YvrG	UniProtKB:O34989|PTN000703615	protein	NCBITaxon:224308	20200810	GO_Central			histidine phosphotransfer kinase activity
UniProtKB	O34989	yvrG		GO:0000155	GO_REF:0000033	IBA	PANTHER:PTN001976860|UniProtKB:Q9I3B1|UniProtKB:Q9HYX0	F	Sensor histidine kinase YvrG	UniProtKB:O34989|PTN000703615	protein	NCBITaxon:224308	20180504	GO_Central			phosphorelay sensor kinase activity
UniProtKB	O34987	pbuG		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000122196|UniProtKB:G5EB00|UniProtKB:P31440|UniProtKB:Q46817|UniProtKB:P0AF52|UniProtKB:P31466	C	Guanine/hypoxanthine permease PbuG	UniProtKB:O34987|PTN000122219	protein	NCBITaxon:224308	20230112	GO_Central			plasma membrane
UniProtKB	O34987	pbuG		GO:0005345	GO_REF:0000033	IBA	PANTHER:PTN000122196|UniProtKB:Q46817|TAIR:locus:2157752|TAIR:locus:2085517|UniProtKB:G5EB00|UniProtKB:P31440|UniProtKB:P0AF52|UniProtKB:P31466	F	Guanine/hypoxanthine permease PbuG	UniProtKB:O34987|PTN000122219	protein	NCBITaxon:224308	20230407	GO_Central			purine nucleobase transmembrane transporter activity
UniProtKB	O34980	ytnL		GO:0016787	GO_REF:0000033	IBA	PANTHER:PTN000791457|TAIR:locus:2017607|TAIR:locus:2164976|UniProtKB:O34916|TAIR:locus:2823614|TAIR:locus:2075382	F	Uncharacterized hydrolase YtnL	UniProtKB:O34980|PTN000791516	protein	NCBITaxon:224308	20190524	GO_Central			hydrolase activity
UniProtKB	O34979	yvrO		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000655654|UniProtKB:P0A9R7|UniProtKB:P75957|UniProtKB:P33916|UniProtKB:O34814|UniProtKB:O05779	C	Uncharacterized ABC transporter ATP-binding protein YvrO	UniProtKB:O34979|PTN000656382	protein	NCBITaxon:224308	20231109	GO_Central			plasma membrane
UniProtKB	O34979	yvrO		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000655654|UniProtKB:P33593|UniProtKB:P33916|UniProtKB:P9WQL7	P	Uncharacterized ABC transporter ATP-binding protein YvrO	UniProtKB:O34979|PTN000656382	protein	NCBITaxon:224308	20200809	GO_Central			transmembrane transport
UniProtKB	O34979	yvrO		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN000655654|UniProtKB:P9WQL7	F	Uncharacterized ABC transporter ATP-binding protein YvrO	UniProtKB:O34979|PTN000656382	protein	NCBITaxon:224308	20210531	GO_Central			transmembrane transporter activity
UniProtKB	O34978	pbuO		GO:0005345	GO_REF:0000033	IBA	PANTHER:PTN000122196|UniProtKB:Q46817|TAIR:locus:2157752|TAIR:locus:2085517|UniProtKB:G5EB00|UniProtKB:P31440|UniProtKB:P0AF52|UniProtKB:P31466	F	Guanine/hypoxanthine permease PbuO	UniProtKB:O34978|PTN000122218	protein	NCBITaxon:224308	20230407	GO_Central			purine nucleobase transmembrane transporter activity
UniProtKB	O34978	pbuO		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000122196|UniProtKB:G5EB00|UniProtKB:P31440|UniProtKB:Q46817|UniProtKB:P0AF52|UniProtKB:P31466	C	Guanine/hypoxanthine permease PbuO	UniProtKB:O34978|PTN000122218	protein	NCBITaxon:224308	20230112	GO_Central			plasma membrane
UniProtKB	O34970	yttP		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN004738546|UniProtKB:P0ACS9|UniProtKB:Q9HXW2|UniProtKB:P0ACT6|UniProtKB:P0ACU0|UniProtKB:P17446|UniProtKB:P96856|UniProtKB:Q9HZJ9|UniProtKB:P75952|UniProtKB:P39334|UniProtKB:G3XCU9|UniProtKB:P0ACU2|UniProtKB:Q9HVJ0|UniProtKB:P95251|UniProtKB:P9WMB9|UniProtKB:Q9HZW2|UniProtKB:P9WMC1|UniProtKB:Q9HY46|UniProtKB:Q9HXS0|UniProtKB:P32265	P	Probable HTH-type transcriptional regulator YttP	UniProtKB:O34970|PTN007823452	protein	NCBITaxon:224308	20221008	GO_Central			regulation of DNA-templated transcription
