	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	project	condition	reference_condition	strain_description	base_media	carbon_source	treatment	temperature	pH	OD	growth_phase	notes	skip
SRX3269812	2017-11-15 16:42:11	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6158174	SRP119754	PRJNA413928	413928	SRS2581519	SAMN07774310	SRA618521	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4590916	7774310	GSE104816	GSM2808322	29240826	DydcH				TRUE	TRUE	TRUE	pamR	delydhC_stat	wt_exp	168 pAC834	CH			37		1.5	stationary		
SRX3280733	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169884	SRP119914	PRJNA414212	414212	SRS2591601	SAMN07782039	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4603133	7782039	GSE104946	GSM2810602	29494814	168				TRUE	TRUE	TRUE	alkaloid	dmso	dmso	168								single replicates	TRUE
SRX3280734	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169885	SRP119914	PRJNA414212	414212	SRS2591602	SAMN07782043	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4603134	7782043	GSE104946	GSM2810603	29494814	168				TRUE	TRUE	TRUE	alkaloid	berberine	dmso	168								single replicates	TRUE
SRX3280735	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169886	SRP119914	PRJNA414212	414212	SRS2591603	SAMN07782042	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4603135	7782042	GSE104946	GSM2810604	29494814	168				TRUE	TRUE	TRUE	alkaloid	boldine	dmso	168								single replicates	TRUE
SRX3280736	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169887	SRP119914	PRJNA414212	414212	SRS2591604	SAMN07782041	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4603136	7782041	GSE104946	GSM2810605	29494814	168				TRUE	TRUE	TRUE	alkaloid	bulbocapnine	dmso	168								single replicates	TRUE
SRX3280737	2018-07-17 16:21:11	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 4000	SRR6169888	SRP119914	PRJNA414212	414212	SRS2591605	SAMN07782040	SRA619566	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4603137	7782040	GSE104946	GSM2810606	29494814	168				TRUE	TRUE	TRUE	alkaloid	roemerine	dmso	168								single replicates	TRUE
SRX3324106	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215435	SRP121405	PRJNA415714	415714	SRS2628216	SAMN07832837	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4652843	7832837	GSE106133	GSM2830237	29599443	subsp. subtilis 168.				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX3324107	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215436	SRP121405	PRJNA415714	415714	SRS2628217	SAMN07832836	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4652844	7832836	GSE106133	GSM2830238	29599443	subsp. subtilis 168.				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX3324108	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215437	SRP121405	PRJNA415714	415714	SRS2628218	SAMN07832834	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4652845	7832834	GSE106133	GSM2830239	29599443	subsp. subtilis 168.				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX3324109	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215438	SRP121405	PRJNA415714	415714	SRS2628219	SAMN07832833	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4652846	7832833	GSE106133	GSM2830240	29599443	subsp. subtilis 168.				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX3324110	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215439	SRP121405	PRJNA415714	415714	SRS2628220	SAMN07832848	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4652847	7832848	GSE106133	GSM2830241	29599443	subsp. subtilis 168.				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX3324111	2018-03-07 16:06:13	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR6215440	SRP121405	PRJNA415714	415714	SRS2628221	SAMN07832847	SRA624340	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4652848	7832847	GSE106133	GSM2830242	29599443	subsp. subtilis 168.				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4172501	2018-08-14 0:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268675	SRP149875	PRJNA474815	474815	SRS3384143	SAMN09374287	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0	5659211	9374287				Bacillus subtilis subsp. subtilis BKE30630				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4172502	2018-08-14 0:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268674	SRP149875	PRJNA474815	474815	SRS3384144	SAMN09374286	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0	5659212	9374286				Bacillus subtilis subsp. subtilis BKE30630				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4172503	2018-08-14 0:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268673	SRP149875	PRJNA474815	474815	SRS3384145	SAMN09374285	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0	5659213	9374285				Bacillus subtilis subsp. subtilis BKE30630				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4172504	2018-08-14 0:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268672	SRP149875	PRJNA474815	474815	SRS3384146	SAMN09374284	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0	5659214	9374284				Bacillus subtilis subsp. subtilis 168				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4172505	2018-08-14 0:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268671	SRP149875	PRJNA474815	474815	SRS3384147	SAMN09374283	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0	5659215	9374283				Bacillus subtilis subsp. subtilis 168				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4172506	2018-08-14 0:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268670	SRP149875	PRJNA474815	474815	SRS3384148	SAMN09374282	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0	5659216	9374282				Bacillus subtilis subsp. subtilis 168				TRUE	TRUE	TRUE												non-traditional RNAseq	TRUE
SRX4477718	2019-03-22 16:23:28	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7613018	SRP155548	PRJNA483214	483214	SRS3602919	SAMN09728273	SRA745940	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6063609	9728273	GSE117802	GSM3309464						TRUE	TRUE	TRUE												single sample	TRUE
SRX4477719	2019-03-22 16:23:28	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7613019	SRP155548	PRJNA483214	483214	SRS3602920	SAMN09728272	SRA745940	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6063610	9728272	GSE117802	GSM3309465						TRUE	TRUE	TRUE												single sample	TRUE
SRX4703435	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852774	SRP162037	PRJNA491499	491499	SRS3797515	SAMN10079059	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6369713	10079059	GSE120050	GSM3392538	25099370					TRUE	TRUE	TRUE	decay	wt	wt	168 trpC2 thr-5	LB					0.4			
SRX4703436	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852775	SRP162037	PRJNA491499	491499	SRS3797493	SAMN10079057	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6369714	10079057	GSE120050	GSM3392539	25099370					TRUE	TRUE	TRUE	decay	wt	wt	168 trpC2 thr-5	LB					0.4			
SRX4703437	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852776	SRP162037	PRJNA491499	491499	SRS3797494	SAMN10079056	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6369715	10079056	GSE120050	GSM3392540	25099370					TRUE	TRUE	TRUE	decay	wt	wt	168 trpC2 thr-5	LB					0.4			
SRX4703438	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852777	SRP162037	PRJNA491499	491499	SRS3797495	SAMN10079054	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6369716	10079054	GSE120050	GSM3392541	25099370					TRUE	TRUE	TRUE	decay	delpnpA	wt	168 trpC2 thr-5 del_pnpA	LB					0.4			
SRX4703439	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852778	SRP162037	PRJNA491499	491499	SRS3797496	SAMN10079112	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6369717	10079112	GSE120050	GSM3392542	25099370					TRUE	TRUE	TRUE	decay	delpnpA	wt	168 trpC2 thr-5 del_pnpA	LB					0.4			
SRX4703440	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852779	SRP162037	PRJNA491499	491499	SRS3797499	SAMN10079110	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6369718	10079110	GSE120050	GSM3392543	25099370					TRUE	TRUE	TRUE	decay	delpnpA	wt	168 trpC2 thr-5 del_pnpA	LB					0.4			
SRX5177009	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366689	SRP174365	PRJNA511580	511580	SRS4184281	SAMN10640312	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6991940	10640312	GSE124307	GSM3528723	32313019	NCIB 3610	WT			TRUE	TRUE	TRUE	tasA	wt_72h	wt_24h	NCIB3610	MSgg			30			biofilm		
SRX5177010	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366690	SRP174365	PRJNA511580	511580	SRS4184282	SAMN10640311	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6991941	10640311	GSE124307	GSM3528724	32313019	NCIB 3610	WT			TRUE	TRUE	TRUE	tasA	wt_72h	wt_24h	NCIB3610	MSgg			30			biofilm		
SRX5177011	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366691	SRP174365	PRJNA511580	511580	SRS4184283	SAMN10640310	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6991942	10640310	GSE124307	GSM3528725	32313019	NCIB 3610	Single tasA mutant			TRUE	TRUE	TRUE	tasA	deltasA_72h	wt_24h	NCIB3610 del_tasA	MSgg			30			biofilm		
SRX5177012	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366692	SRP174365	PRJNA511580	511580	SRS4184284	SAMN10640309	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	6991943	10640309	GSE124307	GSM3528726	32313019	NCIB 3610	Single tasA mutant			TRUE	TRUE	TRUE	tasA	deltasA_72h	wt_24h	NCIB3610 del_tasA	MSgg			30			biofilm		
SRX7354731	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677703	SRP174365	PRJNA511580	511580	SRS5814106	SAMN13549502	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638304	13549502	GSE124307	GSM4216707	32313019	NCIB 3610	WT			TRUE	TRUE	TRUE	tasA	wt_24h	wt_24h	NCIB3610	MSgg			30			biofilm		
SRX7354732	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677704	SRP174365	PRJNA511580	511580	SRS5814111	SAMN13549501	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638305	13549501	GSE124307	GSM4216708	32313019	NCIB 3610	WT			TRUE	TRUE	TRUE	tasA	wt_24h	wt_24h	NCIB3610	MSgg			30			biofilm		
SRX7354733	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677705	SRP174365	PRJNA511580	511580	SRS5814109	SAMN13549500	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638306	13549500	GSE124307	GSM4216709	32313019	NCIB 3610	WT			TRUE	TRUE	TRUE	tasA	wt_48h	wt_24h	NCIB3610	MSgg			30			biofilm		
SRX7354734	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677706	SRP174365	PRJNA511580	511580	SRS5814110	SAMN13549499	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638307	13549499	GSE124307	GSM4216710	32313019	NCIB 3610	WT			TRUE	TRUE	TRUE	tasA	wt_48h	wt_24h	NCIB3610	MSgg			30			biofilm		
SRX7354735	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677707	SRP174365	PRJNA511580	511580	SRS5814114	SAMN13549498	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638308	13549498	GSE124307	GSM4216711	32313019	NCIB 3610	Single tasA mutant			TRUE	TRUE	TRUE	tasA	deltasA_24h	wt_24h	NCIB3610 del_tasA	MSgg			30			biofilm		
SRX7354736	2020-03-25 17:13:58	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677708	SRP174365	PRJNA511580	511580	SRS5814112	SAMN13549497	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638309	13549497	GSE124307	GSM4216712	32313019	NCIB 3610	Single tasA mutant			TRUE	TRUE	TRUE	tasA	deltasA_24h	wt_24h	NCIB3610 del_tasA	MSgg			30			biofilm		
SRX7354737	2020-03-25 17:13:59	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677709	SRP174365	PRJNA511580	511580	SRS5814113	SAMN13549496	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638310	13549496	GSE124307	GSM4216713	32313019	NCIB 3610	Single tasA mutant			TRUE	TRUE	TRUE	tasA	deltasA_48h	wt_24h	NCIB3610 del_tasA	MSgg			30			biofilm		
SRX7354738	2020-03-25 17:13:59	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 550	SRR10677710	SRP174365	PRJNA511580	511580	SRS5814115	SAMN13549495	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	9638311	13549495	GSE124307	GSM4216714	32313019	NCIB 3610	Single tasA mutant			TRUE	TRUE	TRUE	tasA	deltasA_48h	wt_24h	NCIB3610 del_tasA	MSgg			30			biofilm		
SRX5278698	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473179	SRP181188	PRJNA516445	516445	SRS4278665	SAMN10788814	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115484	10788814	GSE125467	GSM3574692	32176689					TRUE	TRUE	TRUE	heatshock	wt_37C	wt_37C	168 trpC2	LB			37		0.4	mid-exponential		
SRX5278699	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473180	SRP181188	PRJNA516445	516445	SRS4278666	SAMN10788819	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115485	10788819	GSE125467	GSM3574693	32176689					TRUE	TRUE	TRUE	heatshock	wt_37C	wt_37C	168 trpC2	LB			37		0.4	mid-exponential		
SRX5278700	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473181	SRP181188	PRJNA516445	516445	SRS4278667	SAMN10788818	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115486	10788818	GSE125467	GSM3574694	32176689					TRUE	TRUE	TRUE	heatshock	wt_37C	wt_37C	168 trpC2	LB			37		0.4	mid-exponential		
SRX5278701	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473182	SRP181188	PRJNA516445	516445	SRS4278668	SAMN10788817	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115487	10788817	GSE125467	GSM3574695	32176689					TRUE	TRUE	TRUE	heatshock	wt_48C	wt_37C	168 trpC2	LB			48		0.4	mid-exponential		
SRX5278702	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473183	SRP181188	PRJNA516445	516445	SRS4278669	SAMN10788816	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115488	10788816	GSE125467	GSM3574696	32176689					TRUE	TRUE	TRUE	heatshock	wt_48C	wt_37C	168 trpC2	LB			48		0.4	mid-exponential		
SRX5278703	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473184	SRP181188	PRJNA516445	516445	SRS4278671	SAMN10788815	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115489	10788815	GSE125467	GSM3574697	32176689					TRUE	TRUE	TRUE	heatshock	wt_48C	wt_37C	168 trpC2	LB			48		0.4	mid-exponential		
SRX5278704	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473185	SRP181188	PRJNA516445	516445	SRS4278670	SAMN10788813	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115490	10788813	GSE125467	GSM3574698	32176689					TRUE	TRUE	TRUE	heatshock	wt_53C	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278705	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473186	SRP181188	PRJNA516445	516445	SRS4278672	SAMN10788812	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115491	10788812	GSE125467	GSM3574699	32176689					TRUE	TRUE	TRUE	heatshock	wt_53C	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278706	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473187	SRP181188	PRJNA516445	516445	SRS4278673	SAMN10788811	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115492	10788811	GSE125467	GSM3574700	32176689					TRUE	TRUE	TRUE	heatshock	wt_53C	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278707	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473188	SRP181188	PRJNA516445	516445	SRS4278675	SAMN10788810	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115493	10788810	GSE125467	GSM3574701	32176689					TRUE	TRUE	TRUE	heatshock	wt_48_53C	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278708	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473189	SRP181188	PRJNA516445	516445	SRS4278674	SAMN10788809	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115494	10788809	GSE125467	GSM3574702	32176689					TRUE	TRUE	TRUE	heatshock	wt_48_53C	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278709	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473190	SRP181188	PRJNA516445	516445	SRS4278676	SAMN10788808	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115495	10788808	GSE125467	GSM3574703	32176689					TRUE	TRUE	TRUE	heatshock	wt_48_53C	wt_37C	168 trpC2	LB			53		0.4	mid-exponential		
SRX5278710	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473191	SRP181188	PRJNA516445	516445	SRS4278678	SAMN10788807	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115496	10788807	GSE125467	GSM3574704	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_37C	wt_37C	168 trpC2 del_relA	LB			37		0.4	mid-exponential		
SRX5278711	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473192	SRP181188	PRJNA516445	516445	SRS4278677	SAMN10788806	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115497	10788806	GSE125467	GSM3574705	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_37C	wt_37C	168 trpC2 del_relA	LB			37		0.4	mid-exponential		
SRX5278712	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473193	SRP181188	PRJNA516445	516445	SRS4278679	SAMN10788805	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115498	10788805	GSE125467	GSM3574706	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_37C	wt_37C	168 trpC2 del_relA	LB			37		0.4	mid-exponential		
SRX5278713	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473194	SRP181188	PRJNA516445	516445	SRS4278681	SAMN10788804	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115499	10788804	GSE125467	GSM3574707	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_48C	wt_37C	168 trpC2 del_relA	LB			48		0.4	mid-exponential		
SRX5278714	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473195	SRP181188	PRJNA516445	516445	SRS4278680	SAMN10788803	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115500	10788803	GSE125467	GSM3574708	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_48C	wt_37C	168 trpC2 del_relA	LB			48		0.4	mid-exponential		
SRX5278715	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473196	SRP181188	PRJNA516445	516445	SRS4278682	SAMN10788802	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	7115501	10788802	GSE125467	GSM3574709	32176689					TRUE	TRUE	TRUE	heatshock	delrelA_48C	wt_37C	168 trpC2 del_relA	LB			48		0.4	mid-exponential		
