	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_corr	passed_replicate_correlations
ERX1819435	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752045	ERP020479	PRJEB18541	362321	ERS1470411	SAMEA24222418	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624943	6239567								True	True	True	True	True	True
ERX1819436	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752046	ERP020479	PRJEB18541	362321	ERS1470412	SAMEA24223168	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624944	6239568								True	True	True	True	True	True
ERX1819437	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752047	ERP020479	PRJEB18541	362321	ERS1470413	SAMEA24223918	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624945	6239569								True	True	True	True	True	True
ERX1819438	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752048	ERP020479	PRJEB18541	362321	ERS1470414	SAMEA24224668	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624946	6239570								True	True	True	True	True	True
ERX1819439	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752049	ERP020479	PRJEB18541	362321	ERS1470415	SAMEA24225418	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624947	6239571								True	True	True	True	True	True
ERX1819440	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752050	ERP020479	PRJEB18541	362321	ERS1470416	SAMEA24226168	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624948	6239572								True	True	True	True	True	True
ERX1819441	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752051	ERP020479	PRJEB18541	362321	ERS1470417	SAMEA24226918	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624949	6239573								True	True	True	True	True	True
ERX1819442	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752052	ERP020479	PRJEB18541	362321	ERS1470418	SAMEA24227668	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624950	6239574								True	True	True	True	True	True
ERX1819443	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752053	ERP020479	PRJEB18541	362321	ERS1470419	SAMEA24228418	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624951	6239575								True	True	True	True	True	True
ERX1819444	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752054	ERP020479	PRJEB18541	362321	ERS1470420	SAMEA24229168	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624952	6239576								True	True	True	True	True	True
ERX1819445	2017-01-18 14:21:19	1204342	Bacillus subtilis BEST7003	1423	91061	1204342	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752055	ERP020479	PRJEB18541	362321	ERS1470421	SAMEA24229918	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624953	6239577								True	True	True	True	True	True
ERX1819446	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752056	ERP020479	PRJEB18541	362321	ERS1470422	SAMEA24230668	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624954	6239578				168				True	True	True	True	False	False
ERX1819447	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752057	ERP020479	PRJEB18541	362321	ERS1470423	SAMEA24231418	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624955	6239579				168				True	True	True	True	False	False
ERX1819448	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752058	ERP020479	PRJEB18541	362321	ERS1470428	SAMEA24235168	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624956	6239582				168				True	True	True	False	True	True
ERX1819449	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752059	ERP020479	PRJEB18541	362321	ERS1470429	SAMEA24235918	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624957	6239583				168				True	True	True	False	True	True
ERX1819450	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752060	ERP020479	PRJEB18541	362321	ERS1470430	SAMEA24236668	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624958	6239584				168				True	True	True	False	True	True
ERX1819451	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752061	ERP020479	PRJEB18541	362321	ERS1470431	SAMEA24237418	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624959	6239585				168				True	True	True	False	True	True
ERX1819452	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752062	ERP020479	PRJEB18541	362321	ERS1470432	SAMEA24238168	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624960	6239586				168				True	True	True	False	True	True
ERX1819453	2017-01-18 14:21:19	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	ERR1752063	ERP020479	PRJEB18541	362321	ERS1470433	SAMEA24238918	ERA775030	RNA-Seq	unspecified	TRANSCRIPTOMIC		WEIZMANN INSTITUTE OF SCIENCE	0	0.0	3624961	6239587				168				True	True	True	False	True	True
ERX1981712	2020-01-09 07:16:40	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR1923985	ERP022535	PRJEB20385	599627	ERS1662164	SAMEA103972996	ERA879695	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Genomics Core Facility, Heidelberg, Germany	0	0.0	9836640	13746701				168	RNase J1 deletion			True	True	True	True	True	True
ERX1981713	2020-01-09 07:16:40	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR1923986	ERP022535	PRJEB20385	599627	ERS1662165	SAMEA103972997	ERA879695	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Genomics Core Facility, Heidelberg, Germany	0	0.0	9836641	13746702				168	RNase J1 deletion			True	True	True	True	True	True
ERX1981714	2020-01-09 07:16:40	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR1923987	ERP022535	PRJEB20385	599627	ERS1662166	SAMEA103972998	ERA879695	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Genomics Core Facility, Heidelberg, Germany	0	0.0	9836642	13746703				168	RNase J1 deletion			True	True	True	True	True	True
ERX1981715	2020-01-09 07:16:40	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR1923988	ERP022535	PRJEB20385	599627	ERS1662167	SAMEA103972999	ERA879695	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Genomics Core Facility, Heidelberg, Germany	0	0.0	9836643	13746704				168	wild type genotype			True	True	True	True	True	True
ERX1981716	2020-01-09 07:16:40	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR1923989	ERP022535	PRJEB20385	599627	ERS1662168	SAMEA103973000	ERA879695	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Genomics Core Facility, Heidelberg, Germany	0	0.0	9836644	13746705				168	wild type genotype			True	True	True	True	True	True
ERX1981717	2020-01-09 07:16:40	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR1923990	ERP022535	PRJEB20385	599627	ERS1662169	SAMEA103973001	ERA879695	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Genomics Core Facility, Heidelberg, Germany	0	0.0	9836645	13746706				168	wild type genotype			True	True	True	True	True	True
ERX2274784	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221411	ERP105747	PRJEB23963	478175	ERS2048944	SAMEA104431002	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845052	9553352				168	rsgI mutant			True	True	True	True	True	True
ERX2274785	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221412	ERP105747	PRJEB23963	478175	ERS2048945	SAMEA104431003	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845053	9553353				168	rsgI mutant			True	True	True	True	True	True
ERX2274786	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221413	ERP105747	PRJEB23963	478175	ERS2048946	SAMEA104431004	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845054	9553354				168	rsgI mutant			True	True	True	True	True	True
ERX2274787	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221414	ERP105747	PRJEB23963	478175	ERS2048947	SAMEA104431005	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845055	9553355				168	rsgI mutant			True	True	True	True	True	True
ERX2274788	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221415	ERP105747	PRJEB23963	478175	ERS2048948	SAMEA104431006	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845056	9553356				168	rsgI mutant			True	True	True	True	True	True
ERX2274789	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221416	ERP105747	PRJEB23963	478175	ERS2048949	SAMEA104431007	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845057	9553357				168	rsgI mutant			True	True	True	True	True	True
ERX2274790	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221417	ERP105747	PRJEB23963	478175	ERS2048950	SAMEA104431008	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845058	9553358				168	sigI-rsgI knockout			True	True	True	True	True	True
ERX2274791	2018-07-03 16:16:46	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221418	ERP105747	PRJEB23963	478175	ERS2048951	SAMEA104431009	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845059	9553359				168	sigI-rsgI knockout			True	True	True	True	True	True
ERX2274792	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221419	ERP105747	PRJEB23963	478175	ERS2048952	SAMEA104431010	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845060	9553360				168	sigI-rsgI knockout			True	True	True	True	True	True
ERX2274793	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221420	ERP105747	PRJEB23963	478175	ERS2048953	SAMEA104431011	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845061	9553361				168	sigI-rsgI knockout			True	True	True	True	True	True
ERX2274794	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221421	ERP105747	PRJEB23963	478175	ERS2048954	SAMEA104431012	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845062	9553362				168	sigI-rsgI knockout			True	True	True	True	True	True
ERX2274795	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221422	ERP105747	PRJEB23963	478175	ERS2048955	SAMEA104431013	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845063	9553363				168	sigI-rsgI knockout			True	True	True	True	True	True
ERX2274796	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221423	ERP105747	PRJEB23963	478175	ERS2048956	SAMEA104431014	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845064	9553364				168	wild type genotype			True	True	True	True	True	True
ERX2274797	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221424	ERP105747	PRJEB23963	478175	ERS2048957	SAMEA104431015	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845065	9553365				168	wild type genotype			True	True	True	True	True	True
ERX2274798	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221425	ERP105747	PRJEB23963	478175	ERS2048958	SAMEA104431016	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845066	9553366				168	wild type genotype			True	True	True	True	True	True
ERX2274799	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221426	ERP105747	PRJEB23963	478175	ERS2048959	SAMEA104431017	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845067	9553367				168	wild type genotype			True	True	True	True	True	True
ERX2274800	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221427	ERP105747	PRJEB23963	478175	ERS2048960	SAMEA104431018	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845068	9553368				168	wild type genotype			True	True	True	True	True	True
ERX2274801	2018-07-03 16:16:47	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR2221428	ERP105747	PRJEB23963	478175	ERS2048961	SAMEA104431019	ERA1159214	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		Olga Ramaniuk	0	0.0	5845069	9553369				168	wild type genotype			True	True	True	True	True	True
ERX2825168	2019-06-10 14:49:39	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	ERR2818361	ERP111129	PRJEB28870	547902	ERS2767710	SAMEA4949029	ERA1614155	RNA-Seq	RANDOM	TRANSCRIPTOMIC		Tobias BUsche	500	100.0	8030166	10561898				KM0				False	True	False	False	True	True
ERX2825169	2019-06-10 14:49:39	224308	Bacillus subtilis subsp. subtilis str. 168	1423	91061	224308	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	ERR2818362	ERP111129	PRJEB28870	547902	ERS2767711	SAMEA4949030	ERA1614155	RNA-Seq	RANDOM	TRANSCRIPTOMIC		Tobias BUsche	500	100.0	8030167	10561899				KM642				False	True	False	False	True	True
ERX3440914	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417386;ERR3417387;ERR3417388;ERR3417389	ERP116158	PRJEB33371	614692	ERS3563428	SAMEA5759979	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	318	26.8	10470322	14499721				168	wild type genotype			True	True	True	True	True	True
ERX3440915	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417390;ERR3417391;ERR3417392;ERR3417393	ERP116158	PRJEB33371	614692	ERS3563429	SAMEA5759980	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	312	26.8	10470323	14499722				168	knockout mutant yphF			True	True	True	True	True	True
ERX3440916	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417394;ERR3417395;ERR3417396;ERR3417397	ERP116158	PRJEB33371	614692	ERS3563430	SAMEA5759981	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	314	26.8	10470324	14499723				168	knockout mutant yphF			True	True	True	True	True	True
ERX3440917	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417398;ERR3417399;ERR3417400;ERR3417401	ERP116158	PRJEB33371	614692	ERS3563431	SAMEA5759982	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	307	26.8	10470325	14499724				168	knockout mutant yphF			True	True	True	True	True	True
ERX3440918	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417402;ERR3417403;ERR3417404;ERR3417405	ERP116158	PRJEB33371	614692	ERS3563432	SAMEA5759983	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	309	26.8	10470326	14499725				168	knockout mutant ygaB			True	True	True	True	True	True
ERX3440919	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417406;ERR3417407;ERR3417408;ERR3417409	ERP116158	PRJEB33371	614692	ERS3563433	SAMEA5759984	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	307	26.8	10470327	14499726				168	knockout mutant ygaB			True	True	True	True	True	True
ERX3440920	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417410;ERR3417411;ERR3417412;ERR3417413	ERP116158	PRJEB33371	614692	ERS3563434	SAMEA5759985	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	312	26.8	10470328	14499727				168	knockout mutant ygaB			True	True	True	True	True	True
ERX3440921	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417414;ERR3417415;ERR3417416;ERR3417417	ERP116158	PRJEB33371	614692	ERS3563435	SAMEA5759986	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	303	26.8	10470329	14499728				168	wild type genotype			True	True	True	True	True	True
ERX3440922	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417418;ERR3417419;ERR3417420;ERR3417421	ERP116158	PRJEB33371	614692	ERS3563436	SAMEA5759987	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	306	26.8	10470330	14499729				168	wild type genotype			True	True	True	True	True	True
ERX3440923	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417422;ERR3417423;ERR3417424;ERR3417425	ERP116158	PRJEB33371	614692	ERS3563437	SAMEA5759988	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	354	26.8	10470331	14499730				168	wild type genotype			True	True	True	True	True	True
ERX3440924	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417426;ERR3417427;ERR3417428;ERR3417429	ERP116158	PRJEB33371	614692	ERS3563438	SAMEA5759989	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	333	26.8	10470332	14499731				168	knockout mutant yizD			True	True	True	True	True	True
ERX3440925	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417430;ERR3417431;ERR3417432;ERR3417433	ERP116158	PRJEB33371	614692	ERS3563439	SAMEA5759990	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	310	26.8	10470333	14499732				168	wild type genotype			True	True	True	True	True	True
ERX3440926	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417434;ERR3417435;ERR3417436;ERR3417437	ERP116158	PRJEB33371	614692	ERS3563440	SAMEA5759991	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	348	26.8	10470334	14499733				168	knockout mutant yizD			True	True	True	True	True	True
ERX3440927	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417438;ERR3417439;ERR3417440;ERR3417441	ERP116158	PRJEB33371	614692	ERS3563441	SAMEA5759992	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	337	26.8	10470335	14499734				168	knockout mutant yizD			True	True	True	True	True	True
ERX3440928	2020-04-01 22:24:01	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	PAIRED	ILLUMINA	NextSeq 500	ERR3417442;ERR3417443;ERR3417444;ERR3417445	ERP116158	PRJEB33371	614692	ERS3563442	SAMEA5759993	ERA2032528	RNA-Seq	cDNA	TRANSCRIPTOMIC		Novo Nordisk Foundation Center for Biosustainability, Next Generation Sequencing laboratory	315	26.8	10470336	14499735				168	knockout mutant ykzB			True	True	True	True	True	True
